[1, 'label']	39
[82, 'p4', 'verse', 'v21', 'content']	And they bound the breastpiece by its rings to the rings of the ephod with a lace of blue, so that it should lie on the skillfully woven band of the ephod, and that the breastpiece should not come loose from the ephod, as the
[83, 'p4', 'verse', 'v21', 'nd']	Lord
[84, 'p4', 'verse', 'v21', 'content']	had commanded Moses.
['v021_ESV_EXO_039', 85, 'p4', 'verse', 'v21', 'plain_text']	21 And they bound the breastpiece by its rings to the rings of the ephod with a lace of blue, so that it should lie on the skillfully woven band of the ephod, and that the breastpiece should not come loose from the ephod, as the Lord had commanded Moses.
[86, 'p5', 'verse', 'v22', 'label']	22
[87, 'p5', 'verse', 'v22', 'note', 'x']	#For ver. 22-26, see ch.28:31-34
[88, 'p5', 'verse', 'v22', 'content']	He also made the robe of the ephod woven all of blue,
['v022_ESV_EXO_039', 89, 'p5', 'verse', 'v22', 'plain_text']	22 He also made the robe of the ephod woven all of blue,
[90, 'p5', 'verse', 'v23', 'label']	23
[91, 'p5', 'verse', 'v23', 'content']	and the opening of the robe in it was like the opening in a garment, with a binding around the opening, so that it might not tear.
['v023_ESV_EXO_039', 92, 'p5', 'verse', 'v23', 'plain_text']	23 and the opening of the robe in it was like the opening in a garment, with a binding around the opening, so that it might not tear.
[93, 'p5', 'verse', 'v24', 'label']	24
[94, 'p5', 'verse', 'v24', 'content']	On the hem of the robe they made pomegranates of blue and purple and scarlet yarns and fine twined linen.
['v024_ESV_EXO_039', 95, 'p5', 'verse', 'v24', 'plain_text']	24 On the hem of the robe they made pomegranates of blue and purple and scarlet yarns and fine twined linen.
[96, 'p5', 'verse', 'v25', 'label']	25
[97, 'p5', 'verse', 'v25', 'content']	They also made bells of pure gold, and put the bells between the pomegranates all around the hem of the robe, between the pomegranates—
['v025_ESV_EXO_039', 98, 'p5', 'verse', 'v25', 'plain_text']	25 They also made bells of pure gold, and put the bells between the pomegranates all around the hem of the robe, between the pomegranates—
[99, 'p5', 'verse', 'v26', 'label']	26
[100, 'p5', 'verse', 'v26', 'content']	a bell and a pomegranate, a bell and a pomegranate around the hem of the robe for ministering, as the
[101, 'p5', 'verse', 'v26', 'nd']	Lord
[102, 'p5', 'verse', 'v26', 'content']	had commanded Moses.
['v026_ESV_EXO_039', 103, 'p5', 'verse', 'v26', 'plain_text']	26 a bell and a pomegranate, a bell and a pomegranate around the hem of the robe for ministering, as the Lord had commanded Moses.
[104, 'p6', 'verse', 'v27', 'label']	27
[105, 'p6', 'verse', 'v27', 'note', 'x']	#ch.28:39,40,42
[106, 'p6', 'verse', 'v27', 'content']	They also made the coats, woven of fine
[107, 'p6', 'verse', 'v27', 'note', 'x']	#Ezek. 44:18
[108, 'p6', 'verse', 'v27', 'content']	linen, for Aaron and his sons,
['v027_ESV_EXO_039', 109, 'p6', 'verse', 'v27', 'plain_text']	27 They also made the coats, woven of fine linen, for Aaron and his sons,
[110, 'p6', 'verse', 'v28', 'label']	28
[111, 'p6', 'verse', 'v28', 'content']	and the
[112, 'p6', 'verse', 'v28', 'note', 'x']	#[See ver.27above]
[113, 'p6', 'verse', 'v28', 'content']	turban of fine linen, and the caps of fine linen, and the linen undergarments of fine twined linen,
['v028_ESV_EXO_039', 114, 'p6', 'verse', 'v28', 'plain_text']	28 and the turban of fine linen, and the caps of fine linen, and the linen undergarments of fine twined linen,
[115, 'p6', 'verse', 'v29', 'label']	29
[116, 'p6', 'verse', 'v29', 'content']	and the sash of fine twined linen and of blue and purple and scarlet yarns, embroidered with needlework, as the
[117, 'p6', 'verse', 'v29', 'nd']	Lord
[118, 'p6', 'verse', 'v29', 'content']	had commanded Moses.
['v029_ESV_EXO_039', 119, 'p6', 'verse', 'v29', 'plain_text']	29 and the sash of fine twined linen and of blue and purple and scarlet yarns, embroidered with needlework, as the Lord had commanded Moses.
[120, 'p7', 'verse', 'v30', 'label']	30
[121, 'p7', 'verse', 'v30', 'note', 'x']	#ch.28:36,37;29:6
[122, 'p7', 'verse', 'v30', 'content']	They made the plate of the holy crown of pure gold, and wrote on it an inscription, like the engraving of a signet, “Holy to the
[123, 'p7', 'verse', 'v30', 'nd']	Lord
[124, 'p7', 'verse', 'v30', 'content']	.”
['v030_ESV_EXO_039', 125, 'p7', 'verse', 'v30', 'plain_text']	30 They made the plate of the holy crown of pure gold, and wrote on it an inscription, like the engraving of a signet, “Holy to the Lord .”
[126, 'p7', 'verse', 'v31', 'label']	31
[127, 'p7', 'verse', 'v31', 'content']	And they tied to it a cord of blue to fasten it on the turban above, as the
[128, 'p7', 'verse', 'v31', 'nd']	Lord
[129, 'p7', 'verse', 'v31', 'content']	had commanded Moses.
['v031_ESV_EXO_039', 130, 'p7', 'verse', 'v31', 'plain_text']	31 And they tied to it a cord of blue to fasten it on the turban above, as the Lord had commanded Moses.
[131, 'p8', 'verse', 'v32', 'label']	32
[132, 'p8', 'verse', 'v32', 'content']	Thus all the work of the tabernacle of the tent of meeting was finished, and the people of Israel did
[133, 'p8', 'verse', 'v32', 'note', 'x']	#ver.42, 43;ch.25:40
[134, 'p8', 'verse', 'v32', 'content']	according to all that the
[135, 'p8', 'verse', 'v32', 'nd']	Lord
[136, 'p8', 'verse', 'v32', 'content']	had commanded Moses; so they did.
['v032_ESV_EXO_039', 137, 'p8', 'verse', 'v32', 'plain_text']	32 Thus all the work of the tabernacle of the tent of meeting was finished, and the people of Israel did according to all that the Lord had commanded Moses; so they did.
[138, 'p8', 'verse', 'v33', 'label']	33
[139, 'p8', 'verse', 'v33', 'content']	Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;
['v033_ESV_EXO_039', 140, 'p8', 'verse', 'v33', 'plain_text']	33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;
[141, 'p8', 'verse', 'v34', 'label']	34
[142, 'p8', 'verse', 'v34', 'content']	the covering of tanned rams’ skins and goatskins, and the
[143, 'p8', 'verse', 'v34', 'note', 'x']	#ch.35:12
[144, 'p8', 'verse', 'v34', 'content']	veil of the screen;
['v034_ESV_EXO_039', 145, 'p8', 'verse', 'v34', 'plain_text']	34 the covering of tanned rams’ skins and goatskins, and the veil of the screen;
[146, 'p8', 'verse', 'v35', 'label']	35
[147, 'p8', 'verse', 'v35', 'content']	the ark of the testimony with its poles and the mercy seat;
['v035_ESV_EXO_039', 148, 'p8', 'verse', 'v35', 'plain_text']	35 the ark of the testimony with its poles and the mercy seat;
[149, 'p8', 'verse', 'v36', 'label']	36
[150, 'p8', 'verse', 'v36', 'content']	the table with all its utensils, and the bread of the Presence;
['v036_ESV_EXO_039', 151, 'p8', 'verse', 'v36', 'plain_text']	36 the table with all its utensils, and the bread of the Presence;
[152, 'p8', 'verse', 'v37', 'label']	37
[153, 'p8', 'verse', 'v37', 'note', 'x']	#[ch.25:31]
[154, 'p8', 'verse', 'v37', 'content']	the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;
['v037_ESV_EXO_039', 155, 'p8', 'verse', 'v37', 'plain_text']	37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;
[156, 'p8', 'verse', 'v38', 'label']	38
[157, 'p8', 'verse', 'v38', 'note', 'x']	#ch.30:3;37:26;40:5,26
[158, 'p8', 'verse', 'v38', 'content']	the golden altar, the anointing oil and the fragrant incense, and
[159, 'p8', 'verse', 'v38', 'note', 'x']	#ch.26:36;36:37
[160, 'p8', 'verse', 'v38', 'content']	the screen for the entrance of the tent;
['v038_ESV_EXO_039', 161, 'p8', 'verse', 'v38', 'plain_text']	38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;
[162, 'p8', 'verse', 'v39', 'label']	39
[163, 'p8', 'verse', 'v39', 'content']	the bronze altar, and its grating of bronze, its poles, and all its utensils; the basin and its stand;
['v039_ESV_EXO_039', 164, 'p8', 'verse', 'v39', 'plain_text']	39 the bronze altar, and its grating of bronze, its poles, and all its utensils; the basin and its stand;
[165, 'p8', 'verse', 'v40', 'label']	40
[166, 'p8', 'verse', 'v40', 'note', 'x']	#See ch.27:9-15;38:9-17
[167, 'p8', 'verse', 'v40', 'content']	the hangings of the court, its pillars, and its bases, and the
[168, 'p8', 'verse', 'v40', 'note', 'x']	#ch.27:16;38:18
[169, 'p8', 'verse', 'v40', 'content']	screen for the gate of the court, its
[170, 'p8', 'verse', 'v40', 'note', 'x']	#ch.35:18
[171, 'p8', 'verse', 'v40', 'content']	cords, and its pegs; and all the utensils for the service of the tabernacle, for the tent of meeting;
['v040_ESV_EXO_039', 172, 'p8', 'verse', 'v40', 'plain_text']	40 the hangings of the court, its pillars, and its bases, and the screen for the gate of the court, its cords, and its pegs; and all the utensils for the service of the tabernacle, for the tent of meeting;
[173, 'p8', 'verse', 'v41', 'label']	41
[174, 'p8', 'verse', 'v41', 'content']	the finely worked garments for ministering in the Holy Place, the holy garments for Aaron the priest, and the garments of his sons for their service as priests.
['v041_ESV_EXO_039', 175, 'p8', 'verse', 'v41', 'plain_text']	41 the finely worked garments for ministering in the Holy Place, the holy garments for Aaron the priest, and the garments of his sons for their service as priests.
[176, 'p8', 'verse', 'v42', 'label']	42
[177, 'p8', 'verse', 'v42', 'note', 'x']	#ch.35:10
[178, 'p8', 'verse', 'v42', 'content']	According to all that the
[179, 'p8', 'verse', 'v42', 'nd']	Lord
[180, 'p8', 'verse', 'v42', 'content']	had commanded Moses, so the people of Israel had done all the work.
['v042_ESV_EXO_039', 181, 'p8', 'verse', 'v42', 'plain_text']	42 According to all that the Lord had commanded Moses, so the people of Israel had done all the work.
[182, 'p8', 'verse', 'v43', 'label']	43
[183, 'p8', 'verse', 'v43', 'content']	And Moses saw all the work, and behold, they had done it; as the
[184, 'p8', 'verse', 'v43', 'nd']	Lord
[185, 'p8', 'verse', 'v43', 'content']	had commanded, so had they done it. Then Moses
[186, 'p8', 'verse', 'v43', 'note', 'x']	#Lev. 9:22,23;Josh. 22:6;2 Sam. 6:18;1 Kgs. 8:14;2 Chr. 6:3;30:27;SeeNum. 6:23-27
[187, 'p8', 'verse', 'v43', 'content']	blessed them.
['v043_ESV_EXO_039', 188, 'p8', 'verse', 'v43', 'plain_text']	43 And Moses saw all the work, and behold, they had done it; as the Lord had commanded, so had they done it. Then Moses blessed them.
